bare,translations_en
самозакалка,self-hardening
самозарождение,self-generation
самозванка,impostor
самозванство,imposture
самоиндукция,self-induction
самоистребление,self-destruction
самоистязание,self-torture
самокат,bicycle
самокатчик,bicyclist
самолечение,self-treatment
